Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2.976,0.214,241.31,12.4,0.0,19.0,18.0
3.154,0.18,237.86,13.2,1.0,1.0,18.0
0.236,0.0,245.31,1.0,0.0,0.0,1.0
0.284,0.128,243.39,1.2,0.0,0.0,1.0
0.326,0.096,241.2,1.4,0.0,1.0,1.0
1.454,0.054,238.56,6.0,0.0,1.0,18.0
1.386,0.056,246.21,5.6,0.0,0.0,18.0
3.25,0.116,245.65,13.2,39.0,0.0,0.0
0.324,0.08,244.05,1.4,0.0,0.0,1.0
0.24,0.0,244.87,1.0,0.0,0.0,0.0
1.514,0.086,241.34,6.2,0.0,0.0,1.0
1.21,0.334,238.42,5.2,0.0,0.0,1.0
0.998,0.23,238.23,4.2,0.0,0.0,12.0
3.514,0.29,240.14,14.6,0.0,0.0,17.0
4.084,0.238,236.82,17.2,0.0,1.0,17.0
1.484,0.112,242.71,6.0,0.0,0.0,19.0
0.51,0.318,243.67,2.4,0.0,0.0,1.0
0.502,0.0,239.7,2.0,0.0,0.0,0.0
0.324,0.122,242.44,1.4,0.0,1.0,1.0
2.24,0.072,237.97,9.4,0.0,0.0,17.0
1.338,0.048,241.09,5.4,0.0,0.0,17.0
1.364,0.224,237.86,5.8,0.0,1.0,18.0
1.464,0.046,240.39,6.0,0.0,0.0,19.0
1.454,0.224,239.99,6.0,0.0,1.0,18.0
0.66,0.354,243.5,3.2,0.0,2.0,0.0
1.888,0.12,239.7,7.8,0.0,0.0,18.0
0.374,0.0,241.77,1.8,0.0,0.0,0.0
5.496,0.048,236.1,23.4,0.0,0.0,17.0
0.306,0.072,235.79,1.2,0.0,0.0,0.0
1.266,0.09,240.26,5.2,0.0,0.0,18.0
1.716,0.366,237.42,7.4,0.0,2.0,17.0
0.458,0.234,245.41,2.0,0.0,1.0,1.0
0.912,0.074,244.54,3.8,0.0,0.0,1.0
0.358,0.162,239.7,1.8,0.0,0.0,1.0
7.78,0.256,230.81,34.2,0.0,34.0,16.0
0.248,0.0,239.73,1.0,0.0,0.0,0.0
0.33,0.194,238.79,1.6,0.0,1.0,0.0
0.326,0.21,241.36,1.6,0.0,2.0,0.0
0.186,0.0,241.87,1.0,0.0,0.0,1.0
0.884,0.248,242.77,3.8,0.0,0.0,13.0
0.258,0.098,238.28,1.2,0.0,2.0,0.0
1.658,0.0,238.7,6.8,0.0,0.0,0.0
0.286,0.242,240.05,1.6,0.0,1.0,0.0
1.574,0.398,239.69,6.8,1.0,1.0,18.0
0.28,0.0,242.37,1.2,0.0,0.0,0.0
0.936,0.258,241.02,4.0,0.0,0.0,12.0
1.658,0.0,245.2,6.8,1.0,0.0,18.0
0.126,0.0,240.94,0.6,0.0,0.0,1.0
1.328,0.0,241.37,5.4,0.0,0.0,1.0
1.322,0.0,243.14,5.4,0.0,0.0,0.0
1.424,0.0,243.65,5.8,0.0,0.0,19.0
0.49,0.236,244.74,2.2,0.0,1.0,0.0
1.406,0.054,238.73,5.8,0.0,0.0,17.0
0.402,0.206,239.61,1.8,0.0,0.0,1.0
0.232,0.0,242.75,1.0,0.0,0.0,1.0
1.35,0.0,246.7,5.4,0.0,0.0,19.0
1.632,0.104,239.21,6.8,0.0,1.0,17.0
1.762,0.056,238.06,7.4,0.0,0.0,18.0
0.44,0.104,241.06,2.0,0.0,0.0,0.0
1.508,0.092,243.19,6.2,0.0,0.0,19.0
1.638,0.21,240.7,6.8,0.0,1.0,19.0
1.436,0.066,242.65,5.8,1.0,0.0,18.0
0.24,0.0,243.04,1.0,0.0,0.0,0.0
3.108,0.254,239.08,13.0,39.0,0.0,0.0
0.254,0.0,249.07,1.0,0.0,0.0,1.0
1.466,0.246,240.29,6.2,1.0,2.0,19.0
1.382,0.054,240.95,5.6,0.0,0.0,18.0
0.928,0.052,239.61,4.0,0.0,0.0,0.0
3.212,0.626,241.29,13.8,1.0,26.0,12.0
0.278,0.058,244.28,1.2,0.0,0.0,0.0
0.218,0.11,244.24,1.0,0.0,2.0,0.0
0.406,0.262,246.19,1.8,0.0,1.0,1.0
0.216,0.1,237.51,1.0,0.0,0.0,0.0
1.786,0.094,244.37,7.2,0.0,0.0,19.0
0.518,0.054,244.31,2.0,0.0,0.0,0.0
0.736,0.072,243.11,3.0,0.0,0.0,1.0
3.658,0.834,241.09,15.6,0.0,26.0,11.0
0.198,0.144,242.71,1.0,0.0,0.0,0.0
6.234,0.228,232.2,26.8,2.0,37.0,17.0
0.488,0.24,240.55,2.2,0.0,0.0,0.0
1.286,0.062,240.95,5.2,0.0,1.0,18.0
1.284,0.086,239.08,5.4,0.0,2.0,18.0
0.326,0.378,240.83,2.0,0.0,1.0,0.0
0.514,0.066,238.14,2.2,0.0,0.0,0.0
0.74,0.092,236.37,3.2,0.0,0.0,0.0
0.408,0.138,246.4,1.6,0.0,0.0,0.0
0.778,0.252,242.38,3.4,0.0,2.0,12.0
0.352,0.352,240.53,2.0,0.0,1.0,0.0
2.458,0.072,240.4,10.2,1.0,0.0,18.0
1.628,0.586,236.99,8.4,0.0,1.0,9.0
1.526,0.158,232.14,6.6,0.0,0.0,0.0
0.978,0.126,238.02,4.2,0.0,0.0,0.0
0.362,0.068,241.09,1.8,0.0,0.0,0.0
1.986,0.062,241.65,8.2,0.0,0.0,18.0
3.118,0.178,241.53,12.8,0.0,0.0,18.0
0.3,0.13,237.25,1.4,0.0,2.0,0.0
1.022,0.092,242.47,4.2,0.0,0.0,0.0
0.31,0.13,242.04,1.4,0.0,1.0,0.0
0.156,0.0,242.84,0.6,0.0,0.0,0.0
0.234,0.134,241.03,1.0,0.0,0.0,1.0
0.338,0.0,246.15,1.4,0.0,1.0,1.0
1.66,0.0,235.07,7.0,0.0,0.0,17.0
0.594,0.072,245.36,2.4,0.0,0.0,0.0
0.386,0.336,238.26,2.0,0.0,1.0,0.0
1.788,0.066,237.44,7.6,0.0,0.0,0.0
0.114,0.0,241.33,0.4,0.0,0.0,0.0
0.638,0.348,239.88,3.0,0.0,1.0,1.0
2.674,0.0,239.92,11.0,0.0,0.0,18.0
2.428,0.204,236.12,11.0,0.0,1.0,18.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.346,0.0,245.84,1.4,0.0,0.0,0.0
2.002,0.164,238.71,8.6,0.0,32.0,0.0
1.328,0.0,241.68,5.4,0.0,0.0,19.0
0.14,0.0,238.85,0.6,0.0,0.0,0.0
0.368,0.068,242.4,1.6,0.0,0.0,0.0
0.156,0.0,241.64,0.8,0.0,0.0,1.0
0.362,0.09,244.57,1.4,0.0,1.0,0.0
0.224,0.0,244.74,1.0,0.0,0.0,0.0
0.104,0.0,242.07,0.4,0.0,0.0,0.0
1.826,0.384,242.45,7.6,0.0,5.0,18.0
0.36,0.232,242.44,1.8,0.0,1.0,1.0
0.848,0.0,244.98,3.4,0.0,0.0,1.0
3.764,0.196,240.22,15.6,38.0,1.0,17.0
3.33,0.0,236.7,14.0,0.0,0.0,17.0
0.358,0.086,242.13,1.4,0.0,0.0,1.0
1.234,0.136,234.04,5.2,0.0,0.0,17.0
0.282,0.116,238.85,1.4,0.0,0.0,0.0
0.248,0.12,237.08,1.2,0.0,0.0,0.0
1.204,0.2,238.56,5.0,0.0,2.0,0.0
4.888,0.442,235.72,20.8,38.0,14.0,0.0
1.378,0.114,240.17,6.0,0.0,2.0,12.0
1.368,0.07,243.62,5.6,0.0,0.0,18.0
3.626,0.206,238.87,15.4,0.0,0.0,18.0
1.424,0.064,249.17,5.6,0.0,0.0,19.0
1.762,0.274,243.44,7.2,0.0,2.0,18.0
3.748,0.31,237.77,16.0,0.0,28.0,29.0
0.94,0.0,241.33,3.8,0.0,0.0,0.0
0.156,0.0,242.06,0.6,0.0,0.0,0.0
0.408,0.248,241.82,2.0,0.0,0.0,0.0
4.038,0.442,237.54,17.0,39.0,1.0,18.0
0.158,0.0,238.39,0.6,0.0,0.0,0.0
0.294,0.22,240.32,1.4,0.0,1.0,1.0
2.324,0.086,239.54,9.6,0.0,0.0,0.0
1.41,0.0,240.95,5.8,0.0,0.0,18.0
5.188,0.23,241.05,22.0,0.0,0.0,19.0
1.442,0.0,239.0,6.0,0.0,0.0,17.0
0.316,0.262,242.12,1.6,0.0,1.0,1.0
0.37,0.198,239.95,1.6,0.0,1.0,0.0
1.128,0.0,239.74,4.6,0.0,0.0,0.0
1.58,0.094,242.0,6.6,0.0,0.0,19.0
0.218,0.0,238.65,1.0,0.0,0.0,0.0
0.378,0.072,239.71,1.6,0.0,1.0,1.0
1.398,0.094,239.62,5.8,0.0,0.0,0.0
0.462,0.0,242.61,2.0,0.0,2.0,1.0
0.252,0.12,240.81,1.2,0.0,0.0,1.0
0.38,0.108,242.91,1.6,0.0,0.0,1.0
0.342,0.232,237.44,1.6,0.0,1.0,0.0
1.562,0.0,244.07,6.4,0.0,0.0,18.0
1.428,0.07,244.6,5.8,0.0,0.0,1.0
1.642,0.1,240.98,6.8,0.0,0.0,18.0
0.478,0.176,245.65,2.0,0.0,2.0,0.0
1.28,0.07,240.11,5.2,0.0,0.0,18.0
2.402,0.47,240.99,10.2,1.0,20.0,5.0
1.42,0.204,237.31,6.0,0.0,1.0,17.0
0.276,0.056,232.91,1.2,0.0,1.0,0.0
2.538,0.0,237.14,10.6,0.0,0.0,0.0
4.652,0.342,238.44,19.4,38.0,2.0,17.0
1.546,0.206,243.19,6.4,0.0,0.0,19.0
0.596,0.118,237.04,2.6,0.0,1.0,0.0
1.604,0.0,245.71,6.6,0.0,0.0,19.0
1.296,0.112,238.47,5.4,0.0,2.0,0.0
0.668,0.0,240.71,3.0,0.0,0.0,1.0
0.318,0.0,240.57,1.2,0.0,0.0,0.0
0.348,0.126,243.21,1.4,0.0,0.0,1.0
3.796,0.106,238.42,15.8,37.0,0.0,18.0
0.368,0.168,236.92,1.6,0.0,1.0,0.0
0.492,0.2,237.13,2.2,0.0,1.0,0.0
0.138,0.0,239.78,0.6,0.0,0.0,1.0
0.382,0.094,240.76,1.6,0.0,0.0,0.0
0.938,0.144,242.03,4.0,0.0,0.0,0.0
1.56,0.068,241.96,6.6,0.0,0.0,0.0
1.222,0.0,239.7,5.0,0.0,0.0,18.0
1.446,0.186,239.19,6.0,0.0,2.0,18.0
0.14,0.0,236.65,0.6,0.0,0.0,0.0
0.662,0.178,243.19,2.8,0.0,1.0,0.0
0.224,0.092,240.82,1.0,0.0,1.0,1.0
0.326,0.084,237.86,1.4,0.0,0.0,0.0
1.232,0.0,231.69,5.2,0.0,0.0,17.0
1.47,0.17,236.26,6.2,2.0,1.0,17.0
0.528,0.2,244.75,2.2,0.0,0.0,1.0
1.348,0.202,238.98,5.6,0.0,0.0,18.0
1.632,0.368,242.86,6.8,0.0,2.0,18.0
1.83,0.0,239.75,7.6,0.0,0.0,18.0
0.248,0.046,242.63,1.0,0.0,0.0,1.0
0.378,0.222,240.64,2.0,0.0,0.0,0.0
1.44,0.146,233.36,6.2,0.0,0.0,1.0
0.204,0.0,240.89,0.8,0.0,0.0,0.0
2.712,0.0,238.58,11.2,0.0,0.0,17.0
1.394,0.19,237.44,5.8,0.0,1.0,18.0
0.258,0.0,243.49,1.0,0.0,0.0,1.0
1.476,0.102,241.35,6.0,1.0,0.0,18.0
1.35,0.11,238.88,5.6,0.0,0.0,18.0
2.806,0.068,241.18,11.6,1.0,0.0,18.0
0.77,0.0,235.2,3.2,0.0,0.0,0.0
0.44,0.0,243.86,1.8,0.0,0.0,1.0
5.412,0.224,227.12,23.8,35.0,0.0,16.0
1.604,0.058,242.21,6.6,0.0,0.0,18.0
0.416,0.232,244.58,1.8,0.0,0.0,0.0
0.308,0.098,237.18,1.4,0.0,0.0,0.0
1.578,0.286,238.93,6.6,0.0,4.0,17.0
0.334,0.242,240.94,1.6,0.0,1.0,0.0
0.33,0.262,243.47,1.6,0.0,0.0,1.0
2.048,0.092,237.16,8.6,0.0,0.0,17.0
1.27,0.054,240.53,5.2,0.0,0.0,18.0
2.054,0.396,239.48,8.6,0.0,0.0,30.0
0.284,0.06,241.23,1.2,0.0,0.0,0.0
0.402,0.378,241.74,2.2,0.0,1.0,0.0
0.794,0.0,239.06,4.0,0.0,0.0,11.0
1.404,0.128,238.32,5.8,0.0,0.0,18.0
0.262,0.048,242.92,1.2,0.0,0.0,0.0
0.248,0.0,245.51,1.0,0.0,0.0,0.0
1.322,0.476,239.83,5.8,1.0,3.0,1.0
2.29,0.0,240.24,9.4,0.0,0.0,0.0
4.622,0.284,235.8,19.6,0.0,37.0,0.0
0.112,0.0,235.37,0.6,0.0,0.0,0.0
0.258,0.0,244.96,1.0,0.0,0.0,1.0
5.744,0.322,233.05,24.6,35.0,0.0,17.0
0.504,0.062,244.76,2.2,0.0,0.0,0.0
0.73,0.094,242.3,3.0,0.0,0.0,0.0
0.542,0.19,241.13,2.6,0.0,1.0,0.0
0.288,0.06,240.55,1.4,0.0,0.0,1.0
1.556,0.186,235.59,6.6,0.0,2.0,17.0
0.348,0.228,242.73,1.6,0.0,1.0,1.0
0.24,0.0,236.73,1.0,0.0,0.0,1.0
0.23,0.142,240.27,1.2,0.0,0.0,0.0
1.872,0.076,238.4,7.8,0.0,0.0,18.0
1.474,0.0,246.42,6.0,1.0,0.0,19.0
0.21,0.0,245.89,0.8,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.262,0.116,241.41,1.2,0.0,1.0,0.0
0.58,0.26,246.76,2.6,0.0,0.0,0.0
0.078,0.0,238.56,0.2,0.0,0.0,1.0
2.786,0.068,235.83,11.8,0.0,0.0,18.0
0.38,0.104,240.53,1.6,0.0,0.0,0.0
5.828,0.164,235.74,24.6,37.0,39.0,17.0
0.372,0.094,241.57,1.6,0.0,0.0,0.0
3.932,0.49,236.66,17.2,36.0,1.0,17.0
0.366,0.0,246.1,1.6,0.0,0.0,0.0
1.434,0.17,235.76,6.0,0.0,0.0,18.0
0.466,0.0,244.05,2.0,0.0,0.0,1.0
3.278,0.306,233.79,14.0,0.0,2.0,16.0
0.934,0.0,244.42,3.8,1.0,0.0,0.0
1.37,0.094,243.3,5.6,1.0,0.0,0.0
0.464,0.222,247.98,2.0,0.0,0.0,0.0
0.226,0.118,238.79,1.0,0.0,0.0,0.0
1.584,0.0,240.66,6.6,0.0,0.0,18.0
3.192,0.358,238.96,13.6,47.0,1.0,0.0
0.506,0.0,244.64,2.0,0.0,0.0,0.0
1.99,0.228,235.26,8.4,0.0,0.0,28.0
0.458,0.33,238.15,2.4,0.0,2.0,0.0
1.204,0.062,234.96,5.0,0.0,0.0,16.0
0.246,0.088,241.41,1.0,0.0,1.0,1.0
1.76,0.0,243.9,7.2,0.0,0.0,19.0
1.31,0.056,241.37,5.4,0.0,0.0,19.0
1.432,0.0,240.19,6.0,0.0,0.0,18.0
0.378,0.206,246.87,1.8,0.0,2.0,0.0
2.44,0.13,236.28,10.2,0.0,0.0,18.0
0.374,0.106,239.57,1.6,0.0,0.0,0.0
0.218,0.0,235.25,1.0,0.0,0.0,0.0
1.518,0.148,236.37,6.4,0.0,0.0,18.0
0.33,0.074,243.5,1.4,0.0,0.0,0.0
1.104,0.0,233.13,4.6,0.0,0.0,17.0
0.282,0.06,241.16,1.2,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.404,0.214,239.98,1.8,0.0,1.0,1.0
0.378,0.21,244.88,1.8,0.0,1.0,0.0
1.962,0.19,240.75,8.2,0.0,0.0,18.0
2.182,0.176,238.89,9.2,0.0,1.0,17.0
2.63,0.236,237.31,11.0,0.0,1.0,17.0
0.342,0.17,241.8,1.6,0.0,0.0,1.0
0.872,0.122,242.11,3.6,0.0,0.0,0.0
1.344,0.076,238.95,5.6,0.0,0.0,18.0
0.674,0.186,239.54,2.8,0.0,0.0,0.0
1.472,0.172,237.6,6.2,0.0,1.0,17.0
1.14,0.0,230.61,4.8,1.0,0.0,16.0
1.422,0.082,239.87,5.8,0.0,0.0,18.0
1.454,0.08,243.27,6.0,0.0,0.0,18.0
1.35,0.05,238.64,5.6,0.0,0.0,18.0
0.444,0.108,241.36,1.8,0.0,0.0,1.0
0.908,0.086,238.8,5.6,0.0,0.0,1.0
3.238,0.534,236.96,13.8,0.0,1.0,18.0
0.244,0.138,238.56,1.2,0.0,0.0,1.0
0.394,0.124,246.47,1.6,0.0,0.0,1.0
1.502,0.314,238.93,6.4,0.0,1.0,17.0
1.694,0.182,241.03,7.0,0.0,0.0,12.0
0.404,0.086,242.04,1.8,0.0,0.0,1.0
1.378,0.084,242.39,5.6,0.0,0.0,0.0
0.424,0.336,239.86,2.2,0.0,1.0,1.0
0.314,0.232,242.37,1.6,0.0,1.0,1.0
2.786,0.048,239.82,11.6,0.0,0.0,18.0
1.84,0.374,239.64,8.0,0.0,0.0,0.0
0.118,0.0,236.41,0.6,0.0,0.0,0.0
0.688,0.102,240.49,2.8,0.0,2.0,1.0
0.316,0.086,239.51,1.4,0.0,0.0,0.0
0.192,0.0,239.48,0.8,0.0,0.0,0.0
0.18,0.0,240.29,1.0,0.0,0.0,0.0
2.522,0.0,239.28,10.4,0.0,0.0,18.0
2.156,0.174,239.92,9.0,0.0,0.0,18.0
0.636,0.0,241.6,2.6,0.0,0.0,0.0
0.318,0.244,242.99,1.6,0.0,0.0,1.0
0.424,0.222,239.98,2.0,0.0,1.0,0.0
1.018,0.224,240.28,4.2,0.0,0.0,12.0
1.832,0.35,240.47,7.8,1.0,0.0,18.0
2.266,0.0,238.72,9.4,0.0,0.0,17.0
0.452,0.066,241.15,1.8,1.0,0.0,0.0
0.41,0.31,246.94,2.0,0.0,0.0,0.0
0.11,0.0,241.12,0.4,0.0,0.0,0.0
0.196,0.1,240.37,0.8,0.0,0.0,0.0
1.44,0.208,242.21,6.0,0.0,2.0,19.0
1.568,0.072,240.78,6.4,0.0,0.0,18.0
0.48,0.232,241.63,2.2,0.0,2.0,0.0
0.668,0.0,242.25,3.0,0.0,0.0,0.0
1.606,0.212,237.06,6.8,0.0,0.0,17.0
3.158,0.644,242.93,13.4,0.0,2.0,18.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.304,0.116,242.59,1.4,0.0,0.0,1.0
0.174,0.0,241.3,0.8,0.0,0.0,1.0
0.146,0.0,241.73,0.6,0.0,0.0,0.0
0.364,0.108,242.36,1.6,0.0,0.0,0.0
0.314,0.186,242.28,1.4,0.0,1.0,1.0
1.868,0.17,240.1,7.8,2.0,1.0,19.0
1.498,0.214,243.05,6.2,0.0,0.0,18.0
0.684,0.206,241.79,2.8,0.0,1.0,0.0
0.08,0.0,240.18,0.2,0.0,0.0,1.0
0.488,0.242,241.07,2.4,0.0,1.0,0.0
2.02,0.14,239.5,8.4,0.0,0.0,1.0
7.598,0.266,226.29,33.6,0.0,68.0,16.0
2.562,0.08,236.65,10.8,0.0,0.0,17.0
0.804,0.172,240.09,3.4,0.0,0.0,0.0
3.512,0.468,237.95,14.8,0.0,0.0,18.0
0.296,0.236,243.18,1.4,0.0,1.0,1.0
0.356,0.124,243.94,1.6,0.0,0.0,0.0
2.414,0.604,241.2,10.4,0.0,0.0,18.0
0.15,0.0,240.74,0.6,0.0,0.0,1.0
1.4,0.082,240.51,5.8,0.0,1.0,18.0
0.256,0.09,244.16,1.2,0.0,0.0,1.0
0.31,0.086,242.55,1.4,0.0,0.0,0.0
1.2,0.0,241.53,4.8,0.0,0.0,18.0
1.378,0.076,241.48,5.6,0.0,0.0,18.0
0.43,0.0,244.66,2.0,0.0,0.0,0.0
0.224,0.0,237.99,1.0,0.0,0.0,0.0
1.276,0.0,239.52,5.2,0.0,0.0,17.0
0.206,0.0,242.18,1.0,0.0,0.0,0.0
3.406,0.0,239.42,14.2,0.0,36.0,19.0
0.246,0.0,240.76,1.2,0.0,0.0,0.0
0.34,0.0,240.17,1.4,0.0,0.0,0.0
0.89,0.0,238.68,3.6,0.0,0.0,1.0
2.62,0.206,239.56,11.0,0.0,0.0,18.0
0.322,0.07,243.76,1.4,0.0,0.0,1.0
2.9,0.36,235.34,12.8,0.0,1.0,0.0
1.974,0.072,235.79,8.6,0.0,0.0,0.0
0.486,0.0,235.23,2.0,0.0,0.0,0.0
0.37,0.072,244.16,1.6,0.0,0.0,0.0
1.476,0.062,239.46,6.2,0.0,0.0,18.0
3.716,0.328,236.72,15.6,38.0,0.0,0.0
0.72,0.078,241.84,3.0,0.0,0.0,0.0
2.104,0.256,241.6,8.8,0.0,0.0,18.0
1.478,0.104,239.77,6.2,2.0,2.0,17.0
0.396,0.084,236.94,1.8,0.0,0.0,0.0
0.424,0.344,241.35,2.2,0.0,2.0,0.0
0.398,0.332,242.28,2.2,0.0,1.0,1.0
2.108,0.134,245.91,8.6,0.0,0.0,20.0
0.928,0.212,239.55,4.0,0.0,0.0,12.0
0.848,0.26,243.66,3.6,0.0,0.0,0.0
0.554,0.118,241.57,2.4,0.0,0.0,0.0
2.514,0.098,239.99,10.4,0.0,2.0,17.0
1.288,0.08,241.6,5.2,0.0,0.0,18.0
2.592,0.258,239.36,10.8,0.0,2.0,18.0
0.984,0.35,238.9,4.4,0.0,0.0,0.0
2.57,0.14,239.93,10.6,0.0,0.0,18.0
0.302,0.238,237.85,1.6,0.0,1.0,0.0
2.126,0.286,242.08,8.8,0.0,0.0,29.0
5.012,0.076,236.17,21.4,37.0,22.0,17.0
1.72,0.0,240.52,7.0,0.0,0.0,19.0
0.254,0.0,245.45,1.0,0.0,0.0,1.0
1.896,0.086,240.23,7.8,0.0,1.0,18.0
0.312,0.204,241.33,1.4,0.0,1.0,0.0
1.398,0.122,238.2,5.8,0.0,1.0,18.0
0.142,0.052,239.18,0.6,0.0,0.0,0.0
3.626,0.158,235.74,15.4,37.0,0.0,17.0
2.15,0.312,248.33,8.6,0.0,5.0,19.0
0.43,0.21,244.29,2.0,0.0,1.0,0.0
2.378,0.048,243.24,9.8,0.0,0.0,0.0
1.27,0.106,237.16,5.2,0.0,0.0,18.0
1.902,0.11,238.94,8.0,0.0,1.0,18.0
0.59,0.314,241.35,2.8,0.0,1.0,0.0
1.71,0.07,240.85,7.0,0.0,0.0,0.0
0.324,0.206,240.51,1.6,0.0,0.0,1.0
0.362,0.082,240.71,1.6,0.0,0.0,0.0
1.52,0.0,240.45,6.2,0.0,0.0,18.0
0.286,0.13,244.23,1.2,0.0,0.0,1.0
0.366,0.086,240.12,1.6,0.0,0.0,1.0
0.228,0.0,244.62,0.8,0.0,0.0,0.0
0.654,0.05,245.28,2.6,0.0,0.0,0.0
1.94,0.178,240.44,8.0,0.0,0.0,17.0
0.218,0.0,239.48,1.0,0.0,0.0,0.0
1.992,0.048,240.53,8.2,0.0,0.0,17.0
2.038,0.066,236.69,8.6,0.0,0.0,17.0
3.218,0.504,236.98,13.6,0.0,0.0,17.0
0.39,0.076,239.29,1.8,0.0,0.0,0.0
1.196,0.0,239.55,5.0,0.0,0.0,18.0
1.526,0.082,237.39,6.4,0.0,0.0,18.0
0.212,0.1,238.15,1.0,0.0,1.0,0.0
1.01,0.232,239.61,4.4,0.0,0.0,11.0
0.172,0.142,241.75,0.8,0.0,2.0,0.0
0.782,0.358,240.92,4.6,5.0,2.0,0.0
1.198,0.072,239.27,5.0,0.0,0.0,1.0
1.006,0.258,239.63,4.4,0.0,2.0,0.0
0.348,0.24,241.86,1.8,0.0,2.0,1.0
1.952,0.0,241.9,8.0,0.0,0.0,18.0
1.904,0.0,240.87,7.8,0.0,5.0,18.0
0.502,0.32,240.99,2.4,0.0,1.0,0.0
0.352,0.214,240.38,1.6,0.0,1.0,1.0
0.728,0.188,239.43,3.0,0.0,1.0,1.0
0.324,0.078,234.89,1.4,0.0,0.0,0.0
0.27,0.12,241.86,1.2,0.0,0.0,1.0
0.324,0.086,243.03,1.4,0.0,0.0,0.0
0.292,0.212,231.9,1.6,0.0,1.0,0.0
2.312,0.318,239.42,9.6,0.0,1.0,18.0
1.244,0.11,235.86,5.2,0.0,0.0,15.0
1.56,0.074,239.84,6.4,0.0,0.0,18.0
0.224,0.08,240.01,1.0,0.0,0.0,1.0
1.838,0.134,239.82,7.6,0.0,0.0,18.0
0.454,0.0,242.75,1.8,0.0,5.0,0.0
0.138,0.0,243.01,0.6,0.0,0.0,1.0
1.446,0.118,241.01,6.0,0.0,0.0,18.0
1.49,0.178,238.88,6.2,0.0,1.0,18.0
0.362,0.0,245.69,1.6,0.0,0.0,1.0
1.556,0.068,236.96,6.4,0.0,0.0,17.0
0.334,0.102,246.81,1.4,0.0,0.0,1.0
0.23,0.104,238.48,1.0,0.0,0.0,0.0
0.43,0.192,242.57,1.8,0.0,0.0,1.0
0.102,0.0,243.14,0.4,0.0,0.0,0.0
2.92,0.0,240.23,12.0,0.0,0.0,18.0
0.368,0.216,241.53,1.6,0.0,0.0,0.0
1.46,0.13,246.78,5.8,0.0,0.0,18.0
0.358,0.25,242.68,1.8,0.0,0.0,0.0
0.6,0.204,240.82,2.8,0.0,1.0,1.0
0.778,0.136,239.7,3.2,0.0,0.0,1.0
0.994,0.086,242.82,4.2,0.0,0.0,7.0
0.322,0.112,242.99,1.4,0.0,0.0,1.0
0.156,0.0,240.01,0.6,0.0,0.0,0.0
1.418,0.096,241.26,5.8,0.0,0.0,19.0
0.36,0.094,244.72,1.6,0.0,0.0,1.0
0.286,0.07,245.7,1.2,0.0,0.0,0.0
0.316,0.068,238.19,1.4,0.0,0.0,0.0
0.388,0.272,240.26,2.0,0.0,0.0,0.0
1.418,0.0,242.86,5.8,1.0,0.0,18.0
0.456,0.246,236.39,2.2,0.0,0.0,0.0
1.332,0.0,239.42,5.6,0.0,0.0,18.0
0.17,0.092,238.37,0.8,0.0,1.0,0.0
0.28,0.118,240.55,1.2,0.0,0.0,1.0
1.746,0.142,241.74,7.2,0.0,0.0,19.0
0.504,0.204,243.09,2.2,0.0,0.0,1.0
0.406,0.138,240.02,2.0,0.0,1.0,1.0
1.766,0.124,250.52,7.0,0.0,2.0,20.0
1.226,0.062,239.12,5.0,0.0,0.0,1.0
0.08,0.0,240.33,0.2,0.0,0.0,1.0
0.284,0.206,241.55,1.4,0.0,1.0,1.0
1.626,0.216,240.42,6.8,0.0,1.0,19.0
2.358,0.046,238.76,10.8,0.0,0.0,18.0
2.556,0.114,230.17,11.0,0.0,0.0,17.0
0.112,0.0,240.04,0.4,0.0,0.0,0.0
2.962,0.17,236.38,12.4,0.0,0.0,18.0
0.234,0.106,240.08,1.0,0.0,1.0,1.0
1.462,0.092,240.26,6.0,0.0,0.0,18.0
2.362,0.266,238.43,10.0,0.0,0.0,29.0
0.238,0.0,245.33,1.0,0.0,0.0,1.0
2.036,0.242,237.37,9.4,0.0,28.0,1.0
0.738,0.23,245.04,3.4,0.0,0.0,0.0
1.72,0.072,242.97,7.0,0.0,0.0,18.0
1.308,0.066,239.41,5.6,0.0,2.0,0.0
0.214,0.0,240.78,0.8,0.0,0.0,0.0
5.382,0.2,241.24,22.2,0.0,39.0,19.0
0.3,0.238,243.55,1.6,0.0,1.0,1.0
4.912,0.292,234.0,21.0,36.0,1.0,16.0
4.484,0.13,236.45,19.0,0.0,0.0,17.0
0.394,0.364,241.13,2.2,0.0,1.0,1.0
0.236,0.0,240.22,1.0,0.0,0.0,0.0
0.362,0.144,239.6,1.8,0.0,0.0,0.0
0.262,0.138,244.56,1.2,0.0,0.0,1.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
